TwoTheta,Counts,Starch
6.649,4058,Wheat
6.628,4080,Wheat
6.607,4036,Wheat
6.586,4154,Wheat
6.565,4157,Wheat
6.543,3953,Wheat
6.522,4029,Wheat
6.501,4031,Wheat
6.48,4118,Wheat
6.459,4117,Wheat
6.438,3939,Wheat
6.417,4052,Wheat
6.395,4116,Wheat
6.374,4027,Wheat
6.353,4089,Wheat
6.332,4037,Wheat
6.311,3996,Wheat
6.29,4062,Wheat
6.269,3986,Wheat
6.247,3910,Wheat
6.226,4062,Wheat
6.205,4056,Wheat
6.184,4016,Wheat
6.163,4037,Wheat
6.142,4099,Wheat
6.121,3953,Wheat
6.099,3955,Wheat
6.078,3924,Wheat
6.057,3977,Wheat
6.036,4010,Wheat
6.015,4053,Wheat
5.994,4008,Wheat
5.973,3967,Wheat
5.951,3999,Wheat
5.93,4042,Wheat
5.909,4068,Wheat
5.888,4006,Wheat
5.867,3967,Wheat
5.846,3957,Wheat
5.825,4040,Wheat
5.803,4031,Wheat
5.782,3903,Wheat
5.761,4114,Wheat
5.74,4106,Wheat
5.719,4112,Wheat
5.698,4048,Wheat
5.677,4096,Wheat
5.655,4100,Wheat
5.634,4074,Wheat
5.613,3996,Wheat
5.592,4138,Wheat
5.571,4130,Wheat
5.55,4074,Wheat
5.529,4245,Wheat
5.507,4207,Wheat
5.486,4168,Wheat
5.465,4341,Wheat
5.444,4301,Wheat
5.423,4362,Wheat
5.402,4389,Wheat
5.381,4533,Wheat
5.359,4501,Wheat
5.338,4469,Wheat
5.317,4513,Wheat
5.296,4596,Wheat
5.275,4665,Wheat
5.254,4761,Wheat
5.233,4628,Wheat
5.211,4816,Wheat
5.19,4931,Wheat
5.169,4961,Wheat
5.148,4960,Wheat
5.127,5017,Wheat
5.106,4986,Wheat
5.085,4993,Wheat
5.063,5165,Wheat
5.042,5047,Wheat
5.021,5260,Wheat
5,5263,Wheat
65.002,331,Unknown
64.981,368,Unknown
64.96,362,Unknown
64.939,335,Unknown
64.917,331,Unknown
64.896,360,Unknown
64.875,337,Unknown
64.854,311,Unknown
64.833,352,Unknown
64.812,349,Unknown
64.791,334,Unknown
64.769,331,Unknown
64.748,370,Unknown
64.727,335,Unknown
64.706,345,Unknown
64.685,352,Unknown
64.664,328,Unknown
64.643,344,Unknown
64.621,345,Unknown
64.6,351,Unknown
64.579,335,Unknown
64.558,365,Unknown
64.537,360,Unknown
64.516,336,Unknown
64.495,357,Unknown
64.473,359,Unknown
64.452,351,Unknown
64.431,364,Unknown
64.41,365,Unknown
64.389,335,Unknown
64.368,327,Unknown
64.347,363,Unknown
64.325,333,Unknown
64.304,352,Unknown
64.283,366,Unknown
64.262,362,Unknown
64.241,327,Unknown
64.22,318,Unknown
64.199,343,Unknown
64.177,368,Unknown
64.156,317,Unknown
64.135,353,Unknown
64.114,349,Unknown
64.093,351,Unknown
64.072,362,Unknown
64.051,339,Unknown
64.029,354,Unknown
64.008,327,Unknown
63.987,362,Unknown
63.966,353,Unknown
63.945,336,Unknown
63.924,335,Unknown
63.903,342,Unknown
63.881,353,Unknown
63.86,380,Unknown
63.839,341,Unknown
63.818,357,Unknown
63.797,318,Unknown
63.776,307,Unknown
63.755,332,Unknown
63.733,319,Unknown
63.712,377,Unknown
63.691,332,Unknown
63.67,335,Unknown
63.649,355,Unknown
63.628,347,Unknown
63.607,336,Unknown
63.585,336,Unknown
63.564,374,Unknown
63.543,346,Unknown
63.522,354,Unknown
63.501,356,Unknown
63.48,346,Unknown
63.459,327,Unknown
63.437,343,Unknown
63.416,333,Unknown
63.395,333,Unknown
63.374,336,Unknown
63.353,378,Unknown
63.332,346,Unknown
63.311,354,Unknown
63.289,343,Unknown
63.268,350,Unknown
63.247,364,Unknown
63.226,348,Unknown
63.205,343,Unknown
63.184,372,Unknown
63.163,318,Unknown
63.141,365,Unknown
63.12,354,Unknown
63.099,349,Unknown
63.078,357,Unknown
63.057,380,Unknown
63.036,316,Unknown
63.015,381,Unknown
62.993,322,Unknown
62.972,363,Unknown
62.951,370,Unknown
62.93,335,Unknown
62.909,356,Unknown
62.888,347,Unknown
62.867,357,Unknown
62.845,320,Unknown
62.824,365,Unknown
62.803,362,Unknown
62.782,371,Unknown
62.761,346,Unknown
62.74,342,Unknown
62.719,336,Unknown
62.697,313,Unknown
62.676,334,Unknown
62.655,356,Unknown
62.634,330,Unknown
62.613,346,Unknown
62.592,332,Unknown
62.571,359,Unknown
62.549,348,Unknown
62.528,350,Unknown
62.507,373,Unknown
62.486,336,Unknown
62.465,350,Unknown
62.444,382,Unknown
62.423,344,Unknown
62.401,306,Unknown
62.38,363,Unknown
62.359,363,Unknown
62.338,347,Unknown
62.317,372,Unknown
62.296,350,Unknown
62.275,344,Unknown
62.254,360,Unknown
62.232,336,Unknown
62.211,342,Unknown
62.19,344,Unknown
62.169,338,Unknown
62.148,370,Unknown
62.127,361,Unknown
62.106,319,Unknown
62.084,361,Unknown
62.063,401,Unknown
62.042,376,Unknown
62.021,381,Unknown
62,396,Unknown
61.979,362,Unknown
61.958,366,Unknown
61.936,351,Unknown
61.915,355,Unknown
61.894,380,Unknown
61.873,362,Unknown
61.852,381,Unknown
61.831,392,Unknown
61.81,357,Unknown
61.788,336,Unknown
61.767,383,Unknown
61.746,363,Unknown
61.725,366,Unknown
61.704,345,Unknown
61.683,381,Unknown
61.662,372,Unknown
61.64,367,Unknown
61.619,378,Unknown
61.598,365,Unknown
61.577,345,Unknown
61.556,361,Unknown
61.535,383,Unknown
61.514,333,Unknown
61.492,315,Unknown
61.471,366,Unknown
61.45,364,Unknown
61.429,385,Unknown
61.408,342,Unknown
61.387,377,Unknown
61.366,339,Unknown
61.344,369,Unknown
61.323,368,Unknown
61.302,345,Unknown
61.281,369,Unknown
61.26,364,Unknown
61.239,373,Unknown
61.218,350,Unknown
61.196,361,Unknown
61.175,384,Unknown
61.154,331,Unknown
61.133,368,Unknown
61.112,371,Unknown
61.091,346,Unknown
61.07,407,Unknown
61.048,363,Unknown
61.027,401,Unknown
61.006,374,Unknown
60.985,351,Unknown
60.964,355,Unknown
60.943,390,Unknown
60.922,375,Unknown
60.9,360,Unknown
60.879,364,Unknown
60.858,375,Unknown
60.837,388,Unknown
60.816,354,Unknown
60.795,375,Unknown
60.774,377,Unknown
60.752,342,Unknown
60.731,359,Unknown
60.71,388,Unknown
60.689,376,Unknown
60.668,349,Unknown
60.647,399,Unknown
60.626,354,Unknown
60.604,376,Unknown
60.583,347,Unknown
60.562,356,Unknown
60.541,361,Unknown
60.52,350,Unknown
60.499,399,Unknown
60.478,370,Unknown
60.456,379,Unknown
60.435,385,Unknown
60.414,351,Unknown
60.393,332,Unknown
60.372,389,Unknown
60.351,375,Unknown
60.33,357,Unknown
60.308,399,Unknown
60.287,427,Unknown
60.266,366,Unknown
60.245,359,Unknown
60.224,352,Unknown
60.203,366,Unknown
60.182,383,Unknown
60.16,370,Unknown
60.139,388,Unknown
60.118,377,Unknown
60.097,397,Unknown
60.076,359,Unknown
60.055,348,Unknown
60.034,380,Unknown
60.012,369,Unknown
59.991,376,Unknown
59.97,443,Unknown
59.949,401,Unknown
59.928,391,Unknown
59.907,403,Unknown
59.886,381,Unknown
59.864,389,Unknown
59.843,355,Unknown
59.822,349,Unknown
59.801,386,Unknown
59.78,374,Unknown
59.759,394,Unknown
59.738,385,Unknown
59.716,389,Unknown
59.695,371,Unknown
59.674,405,Unknown
59.653,381,Unknown
59.632,378,Unknown
59.611,377,Unknown
59.59,375,Unknown
59.568,352,Unknown
59.547,385,Unknown
59.526,425,Unknown
59.505,384,Unknown
59.484,389,Unknown
59.463,358,Unknown
59.442,401,Unknown
59.42,346,Unknown
59.399,380,Unknown
59.378,382,Unknown
59.357,390,Unknown
59.336,398,Unknown
59.315,406,Unknown
59.294,373,Unknown
59.272,393,Unknown
59.251,380,Unknown
59.23,371,Unknown
59.209,399,Unknown
59.188,371,Unknown
59.167,418,Unknown
59.146,384,Unknown
59.124,371,Unknown
59.103,414,Unknown
59.082,410,Unknown
59.061,387,Unknown
59.04,394,Unknown
59.019,386,Unknown
58.998,403,Unknown
58.976,421,Unknown
58.955,392,Unknown
58.934,398,Unknown
58.913,358,Unknown
58.892,433,Unknown
58.871,396,Unknown
58.85,385,Unknown
58.828,379,Unknown
58.807,402,Unknown
58.786,341,Unknown
58.765,369,Unknown
58.744,387,Unknown
58.723,374,Unknown
58.702,428,Unknown
58.68,430,Unknown
58.659,388,Unknown
58.638,388,Unknown
58.617,388,Unknown
58.596,410,Unknown
58.575,431,Unknown
58.554,389,Unknown
58.532,382,Unknown
58.511,384,Unknown
58.49,395,Unknown
58.469,400,Unknown
58.448,418,Unknown
58.427,409,Unknown
58.406,380,Unknown
58.384,368,Unknown
58.363,403,Unknown
58.342,446,Unknown
58.321,388,Unknown
58.3,446,Unknown
58.279,411,Unknown
58.258,416,Unknown
58.236,371,Unknown
58.215,420,Unknown
58.194,436,Unknown
58.173,414,Unknown
58.152,379,Unknown
58.131,417,Unknown
58.11,404,Unknown
58.088,404,Unknown
58.067,439,Unknown
58.046,389,Unknown
58.025,398,Unknown
58.004,414,Unknown
57.983,431,Unknown
57.962,407,Unknown
57.94,396,Unknown
57.919,416,Unknown
57.898,421,Unknown
57.877,426,Unknown
57.856,355,Unknown
57.835,388,Unknown
57.814,415,Unknown
57.792,404,Unknown
57.771,398,Unknown
57.75,408,Unknown
57.729,421,Unknown
57.708,400,Unknown
57.687,424,Unknown
57.666,444,Unknown
57.644,398,Unknown
57.623,413,Unknown
57.602,413,Unknown
57.581,420,Unknown
57.56,422,Unknown
57.539,408,Unknown
57.518,432,Unknown
57.496,405,Unknown
57.475,413,Unknown
57.454,405,Unknown
57.433,411,Unknown
57.412,419,Unknown
57.391,400,Unknown
57.37,405,Unknown
57.348,452,Unknown
57.327,430,Unknown
57.306,372,Unknown
57.285,395,Unknown
57.264,427,Unknown
57.243,398,Unknown
57.222,409,Unknown
57.2,419,Unknown
57.179,418,Unknown
57.158,474,Unknown
57.137,422,Unknown
57.116,417,Unknown
57.095,412,Unknown
57.074,440,Unknown
57.052,432,Unknown
57.031,441,Unknown
57.01,434,Unknown
56.989,410,Unknown
56.968,391,Unknown
56.947,401,Unknown
56.926,402,Unknown
56.904,468,Unknown
56.883,402,Unknown
56.862,446,Unknown
56.841,420,Unknown
56.82,410,Unknown
56.799,406,Unknown
56.778,429,Unknown
56.756,438,Unknown
56.735,454,Unknown
56.714,391,Unknown
56.693,460,Unknown
56.672,423,Unknown
56.651,434,Unknown
56.63,432,Unknown
56.608,390,Unknown
56.587,445,Unknown
56.566,416,Unknown
56.545,451,Unknown
56.524,435,Unknown
56.503,438,Unknown
56.482,404,Unknown
56.46,448,Unknown
56.439,447,Unknown
56.418,477,Unknown
56.397,441,Unknown
56.376,438,Unknown
56.355,451,Unknown
56.334,437,Unknown
56.312,422,Unknown
56.291,443,Unknown
56.27,422,Unknown
56.249,418,Unknown
56.228,421,Unknown
56.207,447,Unknown
56.186,451,Unknown
56.165,408,Unknown
56.143,433,Unknown
56.122,393,Unknown
56.101,443,Unknown
56.08,441,Unknown
56.059,459,Unknown
56.038,411,Unknown
56.017,436,Unknown
55.995,426,Unknown
55.974,475,Unknown
55.953,448,Unknown
55.932,412,Unknown
55.911,447,Unknown
55.89,458,Unknown
55.869,433,Unknown
55.847,433,Unknown
55.826,474,Unknown
55.805,465,Unknown
55.784,451,Unknown
55.763,433,Unknown
55.742,432,Unknown
55.721,432,Unknown
55.699,421,Unknown
55.678,441,Unknown
55.657,405,Unknown
55.636,430,Unknown
55.615,486,Unknown
55.594,454,Unknown
55.573,468,Unknown
55.551,446,Unknown
55.53,453,Unknown
55.509,420,Unknown
55.488,435,Unknown
55.467,451,Unknown
55.446,467,Unknown
55.425,456,Unknown
55.403,468,Unknown
55.382,501,Unknown
55.361,451,Unknown
55.34,485,Unknown
55.319,439,Unknown
55.298,484,Unknown
55.277,483,Unknown
55.255,482,Unknown
55.234,445,Unknown
55.213,485,Unknown
55.192,437,Unknown
55.171,493,Unknown
55.15,453,Unknown
55.129,470,Unknown
55.107,494,Unknown
55.086,457,Unknown
55.065,466,Unknown
55.044,452,Unknown
55.023,458,Unknown
55.002,489,Unknown
54.981,470,Unknown
54.959,458,Unknown
54.938,463,Unknown
54.917,492,Unknown
54.896,498,Unknown
54.875,453,Unknown
54.854,509,Unknown
54.833,459,Unknown
54.811,513,Unknown
54.79,460,Unknown
54.769,454,Unknown
54.748,492,Unknown
54.727,468,Unknown
54.706,450,Unknown
54.685,507,Unknown
54.663,475,Unknown
54.642,460,Unknown
54.621,466,Unknown
54.6,489,Unknown
54.579,470,Unknown
54.558,495,Unknown
54.537,497,Unknown
54.515,504,Unknown
54.494,494,Unknown
54.473,492,Unknown
54.452,478,Unknown
54.431,488,Unknown
54.41,456,Unknown
54.389,478,Unknown
54.367,490,Unknown
54.346,468,Unknown
54.325,523,Unknown
54.304,483,Unknown
54.283,496,Unknown
54.262,485,Unknown
54.241,490,Unknown
54.219,473,Unknown
54.198,523,Unknown
54.177,481,Unknown
54.156,535,Unknown
54.135,474,Unknown
54.114,505,Unknown
54.093,508,Unknown
54.071,523,Unknown
54.05,526,Unknown
54.029,475,Unknown
54.008,484,Unknown
53.987,500,Unknown
53.966,538,Unknown
53.945,496,Unknown
53.923,498,Unknown
53.902,460,Unknown
53.881,483,Unknown
53.86,506,Unknown
53.839,511,Unknown
53.818,468,Unknown
53.797,502,Unknown
53.775,492,Unknown
53.754,522,Unknown
53.733,516,Unknown
53.712,477,Unknown
53.691,511,Unknown
53.67,494,Unknown
53.649,485,Unknown
53.627,521,Unknown
53.606,502,Unknown
53.585,520,Unknown
53.564,578,Unknown
53.543,531,Unknown
53.522,513,Unknown
53.501,518,Unknown
53.479,516,Unknown
53.458,506,Unknown
53.437,521,Unknown
53.416,506,Unknown
53.395,510,Unknown
53.374,468,Unknown
53.353,567,Unknown
53.331,508,Unknown
53.31,565,Unknown
53.289,518,Unknown
53.268,546,Unknown
53.247,494,Unknown
53.226,530,Unknown
53.205,537,Unknown
53.183,596,Unknown
53.162,522,Unknown
53.141,548,Unknown
53.12,540,Unknown
53.099,503,Unknown
53.078,569,Unknown
53.057,519,Unknown
53.035,545,Unknown
53.014,519,Unknown
52.993,556,Unknown
52.972,518,Unknown
52.951,523,Unknown
52.93,525,Unknown
52.909,493,Unknown
52.887,506,Unknown
52.866,496,Unknown
52.845,571,Unknown
52.824,501,Unknown
52.803,559,Unknown
52.782,493,Unknown
52.761,555,Unknown
52.739,507,Unknown
52.718,513,Unknown
52.697,547,Unknown
52.676,519,Unknown
52.655,526,Unknown
52.634,512,Unknown
52.613,523,Unknown
52.591,539,Unknown
52.57,521,Unknown
52.549,474,Unknown
52.528,557,Unknown
52.507,553,Unknown
52.486,504,Unknown
52.465,498,Unknown
52.443,527,Unknown
52.422,538,Unknown
52.401,533,Unknown
52.38,551,Unknown
52.359,529,Unknown
52.338,533,Unknown
52.317,542,Unknown
52.295,536,Unknown
52.274,571,Unknown
52.253,511,Unknown
52.232,537,Unknown
52.211,539,Unknown
52.19,519,Unknown
52.169,562,Unknown
52.147,514,Unknown
52.126,557,Unknown
52.105,600,Unknown
52.084,542,Unknown
52.063,534,Unknown
52.042,538,Unknown
52.021,545,Unknown
51.999,589,Unknown
51.978,541,Unknown
51.957,531,Unknown
51.936,551,Unknown
51.915,542,Unknown
51.894,565,Unknown
51.873,547,Unknown
51.851,562,Unknown
51.83,562,Unknown
51.809,567,Unknown
51.788,571,Unknown
51.767,558,Unknown
51.746,524,Unknown
51.725,573,Unknown
51.703,593,Unknown
51.682,542,Unknown
51.661,551,Unknown
51.64,567,Unknown
51.619,558,Unknown
51.598,584,Unknown
51.577,546,Unknown
51.555,577,Unknown
51.534,575,Unknown
51.513,578,Unknown
51.492,611,Unknown
51.471,584,Unknown
51.45,564,Unknown
51.429,571,Unknown
51.407,594,Unknown
51.386,539,Unknown
51.365,562,Unknown
51.344,586,Unknown
51.323,604,Unknown
51.302,542,Unknown
51.281,580,Unknown
51.259,615,Unknown
51.238,581,Unknown
51.217,584,Unknown
51.196,601,Unknown
51.175,584,Unknown
51.154,576,Unknown
51.133,571,Unknown
51.111,558,Unknown
51.09,546,Unknown
51.069,585,Unknown
51.048,549,Unknown
51.027,607,Unknown
51.006,603,Unknown
50.985,603,Unknown
50.963,575,Unknown
50.942,616,Unknown
50.921,539,Unknown
50.9,583,Unknown
50.879,578,Unknown
50.858,612,Unknown
50.837,654,Unknown
50.815,568,Unknown
50.794,625,Unknown
50.773,651,Unknown
50.752,553,Unknown
50.731,635,Unknown
50.71,584,Unknown
50.689,634,Unknown
50.667,553,Unknown
50.646,641,Unknown
50.625,611,Unknown
50.604,558,Unknown
50.583,629,Unknown
50.562,616,Unknown
50.541,613,Unknown
50.519,623,Unknown
50.498,610,Unknown
50.477,560,Unknown
50.456,622,Unknown
50.435,595,Unknown
50.414,638,Unknown
50.393,611,Unknown
50.371,617,Unknown
50.35,620,Unknown
50.329,621,Unknown
50.308,647,Unknown
50.287,633,Unknown
50.266,659,Unknown
50.245,630,Unknown
50.223,605,Unknown
50.202,618,Unknown
50.181,603,Unknown
50.16,585,Unknown
50.139,654,Unknown
50.118,647,Unknown
50.097,620,Unknown
50.076,624,Unknown
50.054,622,Unknown
50.033,661,Unknown
50.012,617,Unknown
49.991,662,Unknown
49.97,660,Unknown
49.949,655,Unknown
49.928,616,Unknown
49.906,629,Unknown
49.885,673,Unknown
49.864,606,Unknown
49.843,654,Unknown
49.822,685,Unknown
49.801,663,Unknown
49.78,622,Unknown
49.758,633,Unknown
49.737,685,Unknown
49.716,632,Unknown
49.695,658,Unknown
49.674,670,Unknown
49.653,651,Unknown
49.632,655,Unknown
49.61,642,Unknown
49.589,686,Unknown
49.568,700,Unknown
49.547,663,Unknown
49.526,663,Unknown
49.505,721,Unknown
49.484,613,Unknown
49.462,648,Unknown
49.441,649,Unknown
49.42,742,Unknown
49.399,681,Unknown
49.378,694,Unknown
49.357,663,Unknown
49.336,653,Unknown
49.314,665,Unknown
49.293,662,Unknown
49.272,660,Unknown
49.251,677,Unknown
49.23,710,Unknown
49.209,685,Unknown
49.188,690,Unknown
49.166,692,Unknown
49.145,676,Unknown
49.124,679,Unknown
49.103,614,Unknown
49.082,687,Unknown
49.061,735,Unknown
49.04,685,Unknown
49.018,702,Unknown
48.997,699,Unknown
48.976,748,Unknown
48.955,698,Unknown
48.934,700,Unknown
48.913,695,Unknown
48.892,697,Unknown
48.87,686,Unknown
48.849,720,Unknown
48.828,749,Unknown
48.807,676,Unknown
48.786,672,Unknown
48.765,710,Unknown
48.744,714,Unknown
48.722,783,Unknown
48.701,669,Unknown
48.68,712,Unknown
48.659,692,Unknown
48.638,703,Unknown
48.617,687,Unknown
48.596,694,Unknown
48.574,701,Unknown
48.553,681,Unknown
48.532,764,Unknown
48.511,695,Unknown
48.49,690,Unknown
48.469,735,Unknown
48.448,777,Unknown
48.426,723,Unknown
48.405,748,Unknown
48.384,699,Unknown
48.363,708,Unknown
48.342,719,Unknown
48.321,733,Unknown
48.3,726,Unknown
48.278,794,Unknown
48.257,735,Unknown
48.236,725,Unknown
48.215,729,Unknown
48.194,725,Unknown
48.173,746,Unknown
48.152,769,Unknown
48.13,768,Unknown
48.109,728,Unknown
48.088,742,Unknown
48.067,743,Unknown
48.046,759,Unknown
48.025,761,Unknown
48.004,766,Unknown
47.982,756,Unknown
47.961,766,Unknown
47.94,739,Unknown
47.919,739,Unknown
47.898,769,Unknown
47.877,771,Unknown
47.856,779,Unknown
47.834,771,Unknown
47.813,767,Unknown
47.792,776,Unknown
47.771,760,Unknown
47.75,776,Unknown
47.729,793,Unknown
47.708,787,Unknown
47.686,778,Unknown
47.665,802,Unknown
47.644,736,Unknown
47.623,771,Unknown
47.602,762,Unknown
47.581,775,Unknown
47.56,821,Unknown
47.538,810,Unknown
47.517,693,Unknown
47.496,779,Unknown
47.475,796,Unknown
47.454,742,Unknown
47.433,795,Unknown
47.412,807,Unknown
47.39,744,Unknown
47.369,810,Unknown
47.348,736,Unknown
47.327,809,Unknown
47.306,785,Unknown
47.285,776,Unknown
47.264,747,Unknown
47.242,804,Unknown
47.221,784,Unknown
47.2,764,Unknown
47.179,776,Unknown
47.158,770,Unknown
47.137,764,Unknown
47.116,734,Unknown
47.094,828,Unknown
47.073,784,Unknown
47.052,783,Unknown
47.031,782,Unknown
47.01,827,Unknown
46.989,719,Unknown
46.968,779,Unknown
46.946,794,Unknown
46.925,817,Unknown
46.904,810,Unknown
46.883,741,Unknown
46.862,806,Unknown
46.841,795,Unknown
46.82,789,Unknown
46.798,714,Unknown
46.777,760,Unknown
46.756,851,Unknown
46.735,804,Unknown
46.714,756,Unknown
46.693,826,Unknown
46.672,758,Unknown
46.65,778,Unknown
46.629,740,Unknown
46.608,712,Unknown
46.587,765,Unknown
46.566,766,Unknown
46.545,740,Unknown
46.524,749,Unknown
46.502,761,Unknown
46.481,782,Unknown
46.46,748,Unknown
46.439,803,Unknown
46.418,779,Unknown
46.397,780,Unknown
46.376,753,Unknown
46.354,800,Unknown
46.333,770,Unknown
46.312,783,Unknown
46.291,778,Unknown
46.27,758,Unknown
46.249,783,Unknown
46.228,795,Unknown
46.206,791,Unknown
46.185,739,Unknown
46.164,773,Unknown
46.143,747,Unknown
46.122,746,Unknown
46.101,737,Unknown
46.08,788,Unknown
46.058,773,Unknown
46.037,723,Unknown
46.016,786,Unknown
45.995,714,Unknown
45.974,761,Unknown
45.953,715,Unknown
45.932,817,Unknown
45.91,753,Unknown
45.889,752,Unknown
45.868,820,Unknown
45.847,778,Unknown
45.826,784,Unknown
45.805,711,Unknown
45.784,794,Unknown
45.762,841,Unknown
45.741,774,Unknown
45.72,765,Unknown
45.699,788,Unknown
45.678,782,Unknown
45.657,737,Unknown
45.636,738,Unknown
45.614,751,Unknown
45.593,735,Unknown
45.572,750,Unknown
45.551,766,Unknown
45.53,788,Unknown
45.509,744,Unknown
45.488,758,Unknown
45.466,813,Unknown
45.445,762,Unknown
45.424,806,Unknown
45.403,717,Unknown
45.382,705,Unknown
45.361,752,Unknown
45.34,773,Unknown
45.318,720,Unknown
45.297,782,Unknown
45.276,819,Unknown
45.255,744,Unknown
45.234,758,Unknown
45.213,777,Unknown
45.192,757,Unknown
45.17,758,Unknown
45.149,836,Unknown
45.128,779,Unknown
45.107,824,Unknown
45.086,733,Unknown
45.065,800,Unknown
45.044,762,Unknown
45.022,752,Unknown
45.001,756,Unknown
44.98,758,Unknown
44.959,742,Unknown
44.938,743,Unknown
44.917,796,Unknown
44.896,733,Unknown
44.874,762,Unknown
44.853,777,Unknown
44.832,805,Unknown
44.811,796,Unknown
44.79,789,Unknown
44.769,747,Unknown
44.748,792,Unknown
44.726,813,Unknown
44.705,819,Unknown
44.684,792,Unknown
44.663,797,Unknown
44.642,778,Unknown
44.621,763,Unknown
44.6,789,Unknown
44.578,778,Unknown
44.557,820,Unknown
44.536,817,Unknown
44.515,826,Unknown
44.494,839,Unknown
44.473,823,Unknown
44.452,842,Unknown
44.43,801,Unknown
44.409,822,Unknown
44.388,804,Unknown
44.367,814,Unknown
44.346,809,Unknown
44.325,798,Unknown
44.304,826,Unknown
44.282,800,Unknown
44.261,795,Unknown
44.24,836,Unknown
44.219,770,Unknown
44.198,778,Unknown
44.177,778,Unknown
44.156,817,Unknown
44.135,808,Unknown
44.113,804,Unknown
44.092,829,Unknown
44.071,826,Unknown
44.05,810,Unknown
44.029,826,Unknown
44.008,816,Unknown
43.987,839,Unknown
43.965,858,Unknown
43.944,804,Unknown
43.923,869,Unknown
43.902,846,Unknown
43.881,836,Unknown
43.86,892,Unknown
43.839,839,Unknown
43.817,845,Unknown
43.796,855,Unknown
43.775,839,Unknown
43.754,780,Unknown
43.733,844,Unknown
43.712,877,Unknown
43.691,828,Unknown
43.669,878,Unknown
43.648,827,Unknown
43.627,854,Unknown
43.606,846,Unknown
43.585,817,Unknown
43.564,854,Unknown
43.543,890,Unknown
43.521,851,Unknown
43.5,814,Unknown
43.479,806,Unknown
43.458,858,Unknown
43.437,795,Unknown
43.416,950,Unknown
43.395,840,Unknown
43.373,859,Unknown
43.352,871,Unknown
43.331,855,Unknown
43.31,838,Unknown
43.289,870,Unknown
43.268,838,Unknown
43.247,778,Unknown
43.225,862,Unknown
43.204,827,Unknown
43.183,846,Unknown
43.162,888,Unknown
43.141,833,Unknown
43.12,865,Unknown
43.099,786,Unknown
43.077,915,Unknown
43.056,882,Unknown
43.035,864,Unknown
43.014,862,Unknown
42.993,842,Unknown
42.972,847,Unknown
42.951,862,Unknown
42.929,874,Unknown
42.908,867,Unknown
42.887,859,Unknown
42.866,855,Unknown
42.845,853,Unknown
42.824,850,Unknown
42.803,828,Unknown
42.781,853,Unknown
42.76,889,Unknown
42.739,867,Unknown
42.718,841,Unknown
42.697,868,Unknown
42.676,857,Unknown
42.655,862,Unknown
42.633,865,Unknown
42.612,844,Unknown
42.591,887,Unknown
42.57,833,Unknown
42.549,875,Unknown
42.528,830,Unknown
42.507,884,Unknown
42.485,851,Unknown
42.464,798,Unknown
42.443,879,Unknown
42.422,889,Unknown
42.401,873,Unknown
42.38,882,Unknown
42.359,887,Unknown
42.337,869,Unknown
42.316,869,Unknown
42.295,910,Unknown
42.274,837,Unknown
42.253,866,Unknown
42.232,894,Unknown
42.211,794,Unknown
42.189,851,Unknown
42.168,827,Unknown
42.147,837,Unknown
42.126,829,Unknown
42.105,850,Unknown
42.084,884,Unknown
42.063,864,Unknown
42.041,845,Unknown
42.02,869,Unknown
41.999,796,Unknown
41.978,797,Unknown
41.957,796,Unknown
41.936,796,Unknown
41.915,839,Unknown
41.893,880,Unknown
41.872,875,Unknown
41.851,882,Unknown
41.83,886,Unknown
41.809,843,Unknown
41.788,820,Unknown
41.767,838,Unknown
41.745,864,Unknown
41.724,845,Unknown
41.703,866,Unknown
41.682,878,Unknown
41.661,894,Unknown
41.64,857,Unknown
41.619,856,Unknown
41.597,912,Unknown
41.576,898,Unknown
41.555,855,Unknown
41.534,871,Unknown
41.513,886,Unknown
41.492,844,Unknown
41.471,813,Unknown
41.449,894,Unknown
41.428,845,Unknown
41.407,882,Unknown
41.386,866,Unknown
41.365,906,Unknown
41.344,816,Unknown
41.323,878,Unknown
41.301,871,Unknown
41.28,873,Unknown
41.259,827,Unknown
41.238,846,Unknown
41.217,892,Unknown
41.196,841,Unknown
41.175,772,Unknown
41.153,895,Unknown
41.132,852,Unknown
41.111,843,Unknown
41.09,846,Unknown
41.069,817,Unknown
41.048,873,Unknown
41.027,903,Unknown
41.005,899,Unknown
40.984,904,Unknown
40.963,909,Unknown
40.942,870,Unknown
40.921,863,Unknown
40.9,846,Unknown
40.879,847,Unknown
40.857,821,Unknown
40.836,872,Unknown
40.815,819,Unknown
40.794,879,Unknown
40.773,865,Unknown
40.752,882,Unknown
40.731,896,Unknown
40.709,849,Unknown
40.688,918,Unknown
40.667,902,Unknown
40.646,895,Unknown
40.625,864,Unknown
40.604,875,Unknown
40.583,855,Unknown
40.561,881,Unknown
40.54,963,Unknown
40.519,942,Unknown
40.498,934,Unknown
40.477,875,Unknown
40.456,841,Unknown
40.435,843,Unknown
40.413,932,Unknown
40.392,854,Unknown
40.371,949,Unknown
40.35,929,Unknown
40.329,928,Unknown
40.308,953,Unknown
40.287,963,Unknown
40.265,893,Unknown
40.244,938,Unknown
40.223,857,Unknown
40.202,930,Unknown
40.181,953,Unknown
40.16,961,Unknown
40.139,928,Unknown
40.117,921,Unknown
40.096,954,Unknown
40.075,911,Unknown
40.054,970,Unknown
40.033,931,Unknown
40.012,971,Unknown
39.991,952,Unknown
39.969,938,Unknown
